Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-09-21 00:00:00-04:00,25.544555046982474,25.92658954344671,25.542309025744235,25.89063262939453,200888000,0.0,0.0
2015-09-22 00:00:00-04:00,25.479381710969356,25.65916283303199,25.286117604833972,25.483877182006836,201384800,0.0,0.0
2015-09-23 00:00:00-04:00,25.53556685402956,25.780518626013613,25.461408716199617,25.690628051757812,143026800,0.0,0.0
2015-09-24 00:00:00-04:00,25.45016562005748,25.955798049595046,25.252407775954318,25.843435287475586,200878000,0.0,0.0
2015-09-25 00:00:00-04:00,26.167044787761764,26.223226177832004,25.62320762884666,25.778268814086914,224607600,0.0,0.0
2015-09-28 00:00:00-04:00,25.585000988033183,25.74680364231483,25.268138885498047,25.268138885498047,208436000,0.0,0.0
2015-09-29 00:00:00-04:00,25.355793955803975,25.508607457072355,24.2389072690437,24.508577346801758,293461600,0.0,0.0
2015-09-30 00:00:00-04:00,24.758012213260688,25.0658868188322,24.434408603064135,24.787227630615234,265892000,0.0,0.0
2015-10-01 00:00:00-04:00,24.510820527511754,24.6344202903149,24.115303001061907,24.625431060791016,255716400,0.0,0.0
2015-10-02 00:00:00-04:00,24.272609693834994,24.946786414891452,24.16923613568208,24.805208206176758,232079200,0.0,0.0
2015-10-05 00:00:00-04:00,24.692840598115215,25.02768287198387,24.510813467616757,24.89509391784668,208258800,0.0,0.0
2015-10-06 00:00:00-04:00,24.861384873584722,25.110830350118995,24.668120779792048,25.014198303222656,192787200,0.0,0.0
2015-10-07 00:00:00-04:00,25.110830220720338,25.117571712291433,24.58722103930186,24.89509391784668,187062400,0.0,0.0
2015-10-08 00:00:00-04:00,24.762511680769144,24.762511680769144,24.31755428746931,24.607450485229492,247918400,0.0,0.0
2015-10-09 00:00:00-04:00,24.7198111391471,25.232185132071688,24.605200625618203,25.196229934692383,211064400,0.0,0.0
2015-10-12 00:00:00-04:00,25.33331724198242,25.337810999522482,25.043421016821956,25.079376220703125,121868800,0.0,0.0
2015-10-13 00:00:00-04:00,24.904086247108243,25.270388289099376,24.87262480617747,25.1220703125,132197200,0.0,0.0
2015-10-14 00:00:00-04:00,25.009708031807985,25.06139395100104,24.620932054675972,24.767004013061523,177849600,0.0,0.0
2015-10-15 00:00:00-04:00,24.928803494633158,25.191731957289598,24.829923711267078,25.137798309326172,150694000,0.0,0.0
2015-10-16 00:00:00-04:00,25.11981813179714,25.16925802008831,24.838911234251512,24.953521728515625,156930400,0.0,0.0
2015-10-19 00:00:00-04:00,24.899594319671532,25.11308292946071,24.744533124749246,25.10858917236328,119036800,0.0,0.0
2015-10-20 00:00:00-04:00,25.020950426827238,25.656924361187357,24.904093855458253,25.567033767700195,195871200,0.0,0.0
2015-10-21 00:00:00-04:00,25.618711022670823,25.973777779908374,25.55129267627694,25.564777374267578,167180800,0.0,0.0
2015-10-22 00:00:00-04:00,25.69286875221228,25.95579719543457,25.64118112894962,25.95579719543457,166616400,0.0,0.0
2015-10-23 00:00:00-04:00,26.225472722023625,26.794029841070582,26.142325360354146,26.76032066345215,237467600,0.0,0.0
2015-10-26 00:00:00-04:00,26.535592839800355,26.546828088370084,25.825459292631326,25.906360626220703,265335200,0.0,0.0
2015-10-27 00:00:00-04:00,25.933333609634193,26.189520646857954,25.61646970255627,25.74231719970703,279537600,0.0,0.0
2015-10-28 00:00:00-04:00,26.277163417459718,26.80976368522015,26.081651536112677,26.803020477294922,342205600,0.0,0.0
2015-10-29 00:00:00-04:00,26.67492202962101,27.122127107408968,26.57828997479224,27.086170196533203,204909200,0.0,0.0
2015-10-30 00:00:00-04:00,27.189540638827655,27.241228263679538,26.843463126505448,26.854700088500977,197461200,0.0,0.0
2015-11-02 00:00:00-05:00,27.146845589938383,27.272691342172127,26.879421651921895,27.232240676879883,128813200,0.0,0.0
2015-11-03 00:00:00-05:00,27.14459976694483,27.75135807455724,27.1243735756138,27.54461097717285,182076000,0.0,0.0
2015-11-04 00:00:00-05:00,27.67045843843886,27.825519628264583,27.331124066834178,27.416519165039062,179544400,0.0,0.0
2015-11-05 00:00:00-05:00,27.50002389182747,27.689602303471666,27.123126147712536,27.29013442993164,158210800,0.13,0.0
2015-11-06 00:00:00-05:00,27.33301281624479,27.490993374920475,27.22242642517181,27.321727752685547,132169200,0.0,0.0
2015-11-09 00:00:00-05:00,27.29915765932575,27.490991674957755,27.09378294574713,27.211139678955078,135485600,0.0,0.0
2015-11-10 00:00:00-05:00,26.382865634885604,26.64691956201505,26.193287264377638,26.353525161743164,236511600,0.0,0.0
2015-11-11 00:00:00-05:00,26.263255726063772,26.50022657454588,26.00145739228274,26.20457649230957,180872000,0.0,0.0
2015-11-12 00:00:00-05:00,26.238425700473297,26.364810132467294,26.100756206254655,26.116554260253906,130102400,0.0,0.0
2015-11-13 00:00:00-05:00,25.999201409944344,26.082706411554206,25.33793691269189,25.353734970092773,183249600,0.0,0.0
2015-11-16 00:00:00-05:00,25.13707526467575,25.78254170723503,25.051314627262517,25.769001007080078,152426800,0.0,0.0
2015-11-17 00:00:00-05:00,25.936005671613618,25.965346147002464,25.574906035688006,25.658411026000977,110467600,0.0,0.0
2015-11-18 00:00:00-05:00,26.125584642069136,26.51602304027381,26.066905411835414,26.47088623046875,186698800,0.0,0.0
2015-11-19 00:00:00-05:00,26.549870159331387,27.02607079288795,26.351265833081527,26.807153701782227,173183200,0.0,0.0
2015-11-20 00:00:00-05:00,26.9019522699329,27.064447563301567,26.822961980617343,26.924522399902344,137148400,0.0,0.0
2015-11-23 00:00:00-05:00,26.917749392086588,27.021567165131476,26.482172415448915,26.574705123901367,129930000,0.0,0.0
2015-11-24 00:00:00-05:00,26.47991260974616,26.93580056462235,26.432518445268354,26.829727172851562,171212800,0.0,0.0
2015-11-25 00:00:00-05:00,26.904206905326248,26.90872161960704,26.613069821139085,26.637895584106445,85553200,0.0,0.0
2015-11-27 00:00:00-05:00,26.696578070971547,26.72366119438065,26.540853124622807,26.588247299194336,52185600,0.0,0.0
2015-11-30 00:00:00-05:00,26.628865361010153,26.949342892160754,26.574700847772107,26.698829650878906,156721200,0.0,0.0
2015-12-01 00:00:00-05:00,26.80039030264523,26.81393100148749,26.373841070524477,26.48217010498047,139409600,0.0,0.0
2015-12-02 00:00:00-05:00,26.482171014401594,26.655951357520163,26.19780599779505,26.242942810058594,133546400,0.0,0.0
2015-12-03 00:00:00-05:00,26.303878411401044,26.358042928452033,25.778026131198292,25.99919891357422,166278000,0.0,0.0
2015-12-04 00:00:00-05:00,26.019513698114295,26.91323604701471,25.978889876716135,26.863584518432617,231108000,0.0,0.0
2015-12-07 00:00:00-05:00,26.852304900905718,27.050909320926202,26.588249164257277,26.69432258605957,128336800,0.0,0.0
2015-12-08 00:00:00-05:00,26.522800938207205,26.766543912987597,26.373848045969908,26.683040618896484,137238000,0.0,0.0
2015-12-09 00:00:00-05:00,26.549876394341165,26.561161457673343,25.972116966399007,26.0939884185791,185445600,0.0,0.0
2015-12-10 00:00:00-05:00,26.188781815217627,26.391900941455514,26.069167696949552,26.218120574951172,116850800,0.0,0.0
